instance_id,perturbation_type,mention_context,perturbation_text,lexical_change_magnitude,gold_mention,gold_cui,accepted_final
bioasq_8,back_translation,Which are the characteristics of  Andersen syndrome?,What are the characteristics of Andersen's syndrome?,0.11538461538461539,"the characteristics of Andersen syndrome are abnormal QT-U complex, ventricular ",QA_ANSWER,True
bioasq_8,back_translation,Which are the characteristics of  Andersen syndrome?,What are the characteristics of Andersen's syndrome?,0.11538461538461539,"the characteristics of Andersen syndrome are abnormal QT-U complex, ventricular ",QA_ANSWER,True
bioasq_8,controlled_paraphrase,Which are the characteristics of  Andersen syndrome?,What are the features of Andersen syndrome?,0.28846153846153844,"the characteristics of Andersen syndrome are abnormal QT-U complex, ventricular ",QA_ANSWER,True
bioasq_8,controlled_paraphrase,Which are the characteristics of  Andersen syndrome?,What are the features of Andersen syndrome?,0.28846153846153844,"the characteristics of Andersen syndrome are abnormal QT-U complex, ventricular ",QA_ANSWER,True
bioasq_9,back_translation,What are the currently FDA approved monoclonal antibodies for myeloma?,What are the currently approved FDA monoclonal antibodies against myeloma?,0.20270270270270271,"The US Food and Drug Administration approved MoAbs, include belantamab mafodotin",QA_ANSWER,True
bioasq_9,back_translation,What are the currently FDA approved monoclonal antibodies for myeloma?,What are the currently approved FDA monoclonal antibodies against myeloma?,0.20270270270270271,"The US Food and Drug Administration approved MoAbs, include belantamab mafodotin",QA_ANSWER,True
bioasq_9,synonym_substitution,What are the currently FDA approved monoclonal antibodies for myeloma?,What ar the presently Food and Drug Administration approved monoclonal antibodies for myeloma?,0.3191489361702128,"The US Food and Drug Administration approved MoAbs, include belantamab mafodotin",QA_ANSWER,True
bioasq_9,synonym_substitution,What are the currently FDA approved monoclonal antibodies for myeloma?,What ar the presently Food and Drug Administration approved monoclonal antibodies for myeloma?,0.3191489361702128,"The US Food and Drug Administration approved MoAbs, include belantamab mafodotin",QA_ANSWER,True
bioasq_10,synonym_substitution,Which is the basis of the ATAC-Seq protocol?,Which be the footing of the ATAC-Seq protocol?,0.17391304347826086,"This method probes DNA accessibility with hyperactive Tn5 transposase, which ins",QA_ANSWER,True
bioasq_10,synonym_substitution,Which is the basis of the ATAC-Seq protocol?,Which be the footing of the ATAC-Seq protocol?,0.17391304347826086,"This method probes DNA accessibility with hyperactive Tn5 transposase, which ins",QA_ANSWER,True
bioasq_11,controlled_paraphrase,Is liquid biopsy a cost-effective technique in general population screening for colorectal cancer?,Is liquid biopsy a cost-effective option for detecting colorectal cancer in the general population?,0.5353535353535354,"No, liquid biopsy is not a cost-effective technique for general population scree",QA_ANSWER,True
bioasq_11,controlled_paraphrase,Is liquid biopsy a cost-effective technique in general population screening for colorectal cancer?,Is liquid biopsy a cost-effective option for detecting colorectal cancer in the general population?,0.5353535353535354,"No, liquid biopsy is not a cost-effective technique for general population scree",QA_ANSWER,True
bioasq_11,synonym_substitution,Is liquid biopsy a cost-effective technique in general population screening for colorectal cancer?,be liquid biopsy angstrom cost-efficient technique in general population screening for colorectal cancer?,0.13333333333333333,"No, liquid biopsy is not a cost-effective technique for general population scree",QA_ANSWER,True
bioasq_11,synonym_substitution,Is liquid biopsy a cost-effective technique in general population screening for colorectal cancer?,be liquid biopsy angstrom cost-efficient technique in general population screening for colorectal cancer?,0.13333333333333333,"No, liquid biopsy is not a cost-effective technique for general population scree",QA_ANSWER,True
bioasq_12,back_translation,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?","What is the meaning of the acronym ""TAILS"", which is used in N-terminomics protein?",0.24096385542168675,"TAILS stands for ""Terminal Amine Isotopic Labeling of Substrates""",QA_ANSWER,True
bioasq_12,back_translation,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?","What is the meaning of the acronym ""TAILS"", which is used in N-terminomics protein?",0.24096385542168675,"TAILS stands for ""Terminal Amine Isotopic Labeling of Substrates""",QA_ANSWER,True
bioasq_12,controlled_paraphrase,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?",What do the acronym TAILS stand for in the context of protein N-terminomics?,0.5,"TAILS stands for ""Terminal Amine Isotopic Labeling of Substrates""",QA_ANSWER,True
bioasq_12,controlled_paraphrase,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?",What do the acronym TAILS stand for in the context of protein N-terminomics?,0.5,"TAILS stands for ""Terminal Amine Isotopic Labeling of Substrates""",QA_ANSWER,True
bioasq_12,synonym_substitution,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?","What be the significance of the acronym ""TAILS"" use in protein N-terminomics?",0.15584415584415584,"TAILS stands for ""Terminal Amine Isotopic Labeling of Substrates""",QA_ANSWER,True
bioasq_12,synonym_substitution,"What is the meaning of the acronym ""TAILS"" used in protein N-terminomics?","What be the significance of the acronym ""TAILS"" use in protein N-terminomics?",0.15584415584415584,"TAILS stands for ""Terminal Amine Isotopic Labeling of Substrates""",QA_ANSWER,True
bioasq_13,back_translation,Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?,Does TIAM1 favour tumour progression in colorectal cancer (CRC)?,0.125,No. In colorectal cancer (CRC) TIAM1 suppresses tumor progression by regulating ,QA_ANSWER,True
bioasq_13,back_translation,Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?,Does TIAM1 favour tumour progression in colorectal cancer (CRC)?,0.125,No. In colorectal cancer (CRC) TIAM1 suppresses tumor progression by regulating ,QA_ANSWER,True
bioasq_13,controlled_paraphrase,Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?,Does TIAM1 promote the growth of tumors in colorectal cancer (CRC)?,0.40298507462686567,No. In colorectal cancer (CRC) TIAM1 suppresses tumor progression by regulating ,QA_ANSWER,True
bioasq_13,controlled_paraphrase,Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?,Does TIAM1 promote the growth of tumors in colorectal cancer (CRC)?,0.40298507462686567,No. In colorectal cancer (CRC) TIAM1 suppresses tumor progression by regulating ,QA_ANSWER,True
bioasq_13,synonym_substitution,Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?,be TIAM1 prefer tumour progression in colorectal cancer (CRC)?,0.1746031746031746,No. In colorectal cancer (CRC) TIAM1 suppresses tumor progression by regulating ,QA_ANSWER,True
bioasq_13,synonym_substitution,Is TIAM1 favoring tumor progression in colorectal cancer (CRC)?,be TIAM1 prefer tumour progression in colorectal cancer (CRC)?,0.1746031746031746,No. In colorectal cancer (CRC) TIAM1 suppresses tumor progression by regulating ,QA_ANSWER,True
bioasq_14,back_translation,Which Python tool has been developed for network-based stratification of tumor mutations?,Which Python tool was developed for network-based stratification of tumor mutations?,0.06741573033707865,PyNBS is a modularized Python 2.7 implementation of the network-based stratifica,QA_ANSWER,True
bioasq_14,back_translation,Which Python tool has been developed for network-based stratification of tumor mutations?,Which Python tool was developed for network-based stratification of tumor mutations?,0.06741573033707865,PyNBS is a modularized Python 2.7 implementation of the network-based stratifica,QA_ANSWER,True
bioasq_14,controlled_paraphrase,Which Python tool has been developed for network-based stratification of tumor mutations?,What is the Python code for network stratification of tumor mutations?,0.3595505617977528,PyNBS is a modularized Python 2.7 implementation of the network-based stratifica,QA_ANSWER,True
bioasq_14,controlled_paraphrase,Which Python tool has been developed for network-based stratification of tumor mutations?,What is the Python code for network stratification of tumor mutations?,0.3595505617977528,PyNBS is a modularized Python 2.7 implementation of the network-based stratifica,QA_ANSWER,True
bioasq_14,synonym_substitution,Which Python tool has been developed for network-based stratification of tumor mutations?,Which Python tool hour angle be develop for network-based stratification of tumor mutations?,0.13043478260869565,PyNBS is a modularized Python 2.7 implementation of the network-based stratifica,QA_ANSWER,True
bioasq_14,synonym_substitution,Which Python tool has been developed for network-based stratification of tumor mutations?,Which Python tool hour angle be develop for network-based stratification of tumor mutations?,0.13043478260869565,PyNBS is a modularized Python 2.7 implementation of the network-based stratifica,QA_ANSWER,True
bioasq_15,controlled_paraphrase,What disease can be treated with Lenacapavir?,Which illness can be cured by taking Lenacapavir?,0.40816326530612246,"Lenacapavir is a long-acting, highly potent HIV-1 capsid (CA) inhibitor that is ",QA_ANSWER,True
bioasq_15,controlled_paraphrase,What disease can be treated with Lenacapavir?,Which illness can be cured by taking Lenacapavir?,0.40816326530612246,"Lenacapavir is a long-acting, highly potent HIV-1 capsid (CA) inhibitor that is ",QA_ANSWER,True
bioasq_16,synonym_substitution,What are the targets of avapritinib?,What ar the target of avapritinib?,0.05555555555555555,Avapritinib is a novel inhibitor of KIT/PDGFRA. It is approved in the U.S. for t,QA_ANSWER,True
bioasq_16,synonym_substitution,What are the targets of avapritinib?,What ar the target of avapritinib?,0.05555555555555555,Avapritinib is a novel inhibitor of KIT/PDGFRA. It is approved in the U.S. for t,QA_ANSWER,True
bioasq_17,back_translation,Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?,Is a BRCA2-RB1 co-loss associated with a better prognosis for prostate cancer patients?,0.22988505747126436,No. Co-loss of BRCA2-RB1 in human prostate cancer cells induces an epithelial-to,QA_ANSWER,True
bioasq_17,back_translation,Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?,Is a BRCA2-RB1 co-loss associated with a better prognosis for prostate cancer patients?,0.22988505747126436,No. Co-loss of BRCA2-RB1 in human prostate cancer cells induces an epithelial-to,QA_ANSWER,True
bioasq_17,synonym_substitution,Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?,be co-loss of BRCA2-RB1 associate with better forecast for prostate cancer patients?,0.12790697674418605,No. Co-loss of BRCA2-RB1 in human prostate cancer cells induces an epithelial-to,QA_ANSWER,True
bioasq_17,synonym_substitution,Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?,be co-loss of BRCA2-RB1 associate with better forecast for prostate cancer patients?,0.12790697674418605,No. Co-loss of BRCA2-RB1 in human prostate cancer cells induces an epithelial-to,QA_ANSWER,True
bioasq_17,syntactic_reordering,Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?,associated with better prognosis for prostate cancer patients ? Is co - loss of BRCA2 - RB1,0.5824175824175825,No. Co-loss of BRCA2-RB1 in human prostate cancer cells induces an epithelial-to,QA_ANSWER,True
bioasq_17,syntactic_reordering,Is co-loss of BRCA2-RB1 associated with better prognosis for prostate cancer patients?,associated with better prognosis for prostate cancer patients ? Is co - loss of BRCA2 - RB1,0.5824175824175825,No. Co-loss of BRCA2-RB1 in human prostate cancer cells induces an epithelial-to,QA_ANSWER,True
bioasq_18,synonym_substitution,What medication are included in the Juvisync pill?,What medicine ar include in the Juvisync pill?,0.12,Juvisync pill included sitagliptin and simvastatin.,QA_ANSWER,True
bioasq_18,synonym_substitution,What medication are included in the Juvisync pill?,What medicine ar include in the Juvisync pill?,0.12,Juvisync pill included sitagliptin and simvastatin.,QA_ANSWER,True
bioasq_20,back_translation,List the human acrocentric chromosomes that are involved in Robertsonian translocation.,List of human acrocentric chromosomes involved in Robertsonian translocation.,0.13793103448275862,Robertsonian translocations (ROBs) are the most common chromosomal rearrangement,QA_ANSWER,True
bioasq_20,back_translation,List the human acrocentric chromosomes that are involved in Robertsonian translocation.,List of human acrocentric chromosomes involved in Robertsonian translocation.,0.13793103448275862,Robertsonian translocations (ROBs) are the most common chromosomal rearrangement,QA_ANSWER,True
bioasq_20,controlled_paraphrase,List the human acrocentric chromosomes that are involved in Robertsonian translocation.,What are the acrocentric chromosomes that participate in Robertsonian translocation in humans?,0.3191489361702128,Robertsonian translocations (ROBs) are the most common chromosomal rearrangement,QA_ANSWER,True
bioasq_20,controlled_paraphrase,List the human acrocentric chromosomes that are involved in Robertsonian translocation.,What are the acrocentric chromosomes that participate in Robertsonian translocation in humans?,0.3191489361702128,Robertsonian translocations (ROBs) are the most common chromosomal rearrangement,QA_ANSWER,True
bioasq_20,synonym_substitution,List the human acrocentric chromosomes that are involved in Robertsonian translocation.,listing the homo acrocentric chromosome that are involved in Robertsonian translocation.,0.09090909090909091,Robertsonian translocations (ROBs) are the most common chromosomal rearrangement,QA_ANSWER,True
bioasq_20,synonym_substitution,List the human acrocentric chromosomes that are involved in Robertsonian translocation.,listing the homo acrocentric chromosome that are involved in Robertsonian translocation.,0.09090909090909091,Robertsonian translocations (ROBs) are the most common chromosomal rearrangement,QA_ANSWER,True
bioasq_21,back_translation,What should you do if you find an individual that you suspect has overdosed?,What should you do if you find a person you suspect is overdosed with?,0.3026315789473684,"If you find an individual who you suspect has overdosed, it is important to seek",QA_ANSWER,True
bioasq_21,back_translation,What should you do if you find an individual that you suspect has overdosed?,What should you do if you find a person you suspect is overdosed with?,0.3026315789473684,"If you find an individual who you suspect has overdosed, it is important to seek",QA_ANSWER,True
bioasq_22,back_translation,Is induction of interferon by TLR7 higher in males?,Is the induction of interferon by TLR7 higher in men?,0.1320754716981132,Yes. TLR7 activation correlates with induction of interferon more strongly in ma,QA_ANSWER,True
bioasq_22,back_translation,Is induction of interferon by TLR7 higher in males?,Is the induction of interferon by TLR7 higher in men?,0.1320754716981132,Yes. TLR7 activation correlates with induction of interferon more strongly in ma,QA_ANSWER,True
bioasq_22,controlled_paraphrase,Is induction of interferon by TLR7 higher in males?,Is there a greater induction of interferon in males due to TLR7?,0.546875,Yes. TLR7 activation correlates with induction of interferon more strongly in ma,QA_ANSWER,True
bioasq_22,controlled_paraphrase,Is induction of interferon by TLR7 higher in males?,Is there a greater induction of interferon in males due to TLR7?,0.546875,Yes. TLR7 activation correlates with induction of interferon more strongly in ma,QA_ANSWER,True
bioasq_22,synonym_substitution,Is induction of interferon by TLR7 higher in males?,be initiation of interferon past TLR7 higher in males?,0.18518518518518517,Yes. TLR7 activation correlates with induction of interferon more strongly in ma,QA_ANSWER,True
bioasq_22,synonym_substitution,Is induction of interferon by TLR7 higher in males?,be initiation of interferon past TLR7 higher in males?,0.18518518518518517,Yes. TLR7 activation correlates with induction of interferon more strongly in ma,QA_ANSWER,True
bioasq_23,controlled_paraphrase,Which are the most commonly reported pathological states associated with the formation of DNA G-quadruplexes?,What are the prevalent pathological states associated with the development of DNA G-quadruplexes?,0.29357798165137616,There is a growing recognition for the profound role of G-quadruplexes in a wide,QA_ANSWER,True
bioasq_23,controlled_paraphrase,Which are the most commonly reported pathological states associated with the formation of DNA G-quadruplexes?,What are the prevalent pathological states associated with the development of DNA G-quadruplexes?,0.29357798165137616,There is a growing recognition for the profound role of G-quadruplexes in a wide,QA_ANSWER,True
bioasq_23,synonym_substitution,Which are the most commonly reported pathological states associated with the formation of DNA G-quadruplexes?,Which ar the most normally report pathological states associated with the formation of DNA G-quadruplexes?,0.06422018348623854,There is a growing recognition for the profound role of G-quadruplexes in a wide,QA_ANSWER,True
bioasq_23,synonym_substitution,Which are the most commonly reported pathological states associated with the formation of DNA G-quadruplexes?,Which ar the most normally report pathological states associated with the formation of DNA G-quadruplexes?,0.06422018348623854,There is a growing recognition for the profound role of G-quadruplexes in a wide,QA_ANSWER,True
bioasq_24,back_translation,Which drugs are included in the IROX regimen for colorectal cancer?,What drugs are included in the IROX regime for colorectal cancer?,0.05970149253731343,IROX regimen for colorectal cancer includes irinotecan and oxaliplatin.,QA_ANSWER,True
bioasq_24,back_translation,Which drugs are included in the IROX regimen for colorectal cancer?,What drugs are included in the IROX regime for colorectal cancer?,0.05970149253731343,IROX regimen for colorectal cancer includes irinotecan and oxaliplatin.,QA_ANSWER,True
bioasq_24,controlled_paraphrase,Which drugs are included in the IROX regimen for colorectal cancer?,What are the active ingredients in IROX to treat colorectal cancer?,0.5074626865671642,IROX regimen for colorectal cancer includes irinotecan and oxaliplatin.,QA_ANSWER,True
bioasq_24,controlled_paraphrase,Which drugs are included in the IROX regimen for colorectal cancer?,What are the active ingredients in IROX to treat colorectal cancer?,0.5074626865671642,IROX regimen for colorectal cancer includes irinotecan and oxaliplatin.,QA_ANSWER,True
bioasq_25,controlled_paraphrase,What is the Her2 status in Li-Fraumeni syndrome?,What is the level of Her2 present in Li-Fraumeni syndrome?,0.27586206896551724,"In the background of a germline TP53 mutation of the Li-Fraumeni syndrome, the H",QA_ANSWER,True
bioasq_25,controlled_paraphrase,What is the Her2 status in Li-Fraumeni syndrome?,What is the level of Her2 present in Li-Fraumeni syndrome?,0.27586206896551724,"In the background of a germline TP53 mutation of the Li-Fraumeni syndrome, the H",QA_ANSWER,True
bioasq_25,synonym_substitution,What is the Her2 status in Li-Fraumeni syndrome?,What be the Her2 position inch Li-Fraumeni syndrome?,0.21153846153846154,"In the background of a germline TP53 mutation of the Li-Fraumeni syndrome, the H",QA_ANSWER,True
bioasq_25,synonym_substitution,What is the Her2 status in Li-Fraumeni syndrome?,What be the Her2 position inch Li-Fraumeni syndrome?,0.21153846153846154,"In the background of a germline TP53 mutation of the Li-Fraumeni syndrome, the H",QA_ANSWER,True
bioasq_26,controlled_paraphrase,Is valproic acid effective for glioblastoma treatment?,Can valproic acid treat glioblastoma?,0.4444444444444444,"Yes, valproic acid prolong survival of glioblastoma patients. Valproic acid is a",QA_ANSWER,True
bioasq_26,controlled_paraphrase,Is valproic acid effective for glioblastoma treatment?,Can valproic acid treat glioblastoma?,0.4444444444444444,"Yes, valproic acid prolong survival of glioblastoma patients. Valproic acid is a",QA_ANSWER,True
bioasq_27,synonym_substitution,How is active neurotoxin of Clostridium botulinum detected?,How be active agent neurolysin of Clostridium botulinum detected?,0.16923076923076924,"Active neurotoxin of Clostridium botulinum can be detected by:
mouse lethality a",QA_ANSWER,True
bioasq_27,synonym_substitution,How is active neurotoxin of Clostridium botulinum detected?,How be active agent neurolysin of Clostridium botulinum detected?,0.16923076923076924,"Active neurotoxin of Clostridium botulinum can be detected by:
mouse lethality a",QA_ANSWER,True
bioasq_28,controlled_paraphrase,Do proton pump inhibitors affect thyroxine absorption?,Is there a correlation between proton pump inhibitors and thyroxine absorption?,0.43037974683544306,"Proton-pump inhibitors, antacids and a long list of drugs may decrease thyroxine",QA_ANSWER,True
bioasq_28,controlled_paraphrase,Do proton pump inhibitors affect thyroxine absorption?,Is there a correlation between proton pump inhibitors and thyroxine absorption?,0.43037974683544306,"Proton-pump inhibitors, antacids and a long list of drugs may decrease thyroxine",QA_ANSWER,True
bioasq_30,controlled_paraphrase,What is the drug chloroquine or hydroxychloroquine used for?,For what purposes is chloroquine or hydroxychloroquine prescribed?,0.3787878787878788,Chloroquine (CQ) has been used for decades as the primary chemotherapeutic drug ,QA_ANSWER,True
bioasq_30,controlled_paraphrase,What is the drug chloroquine or hydroxychloroquine used for?,For what purposes is chloroquine or hydroxychloroquine prescribed?,0.3787878787878788,Chloroquine (CQ) has been used for decades as the primary chemotherapeutic drug ,QA_ANSWER,True
bioasq_31,back_translation,is intense physical activity associated with longevity ?,Is intensive physical activity associated with longevity ?,0.05172413793103448,Several survival studies showed that professional athletes has higher longevity ,QA_ANSWER,True
bioasq_31,back_translation,is intense physical activity associated with longevity ?,Is intensive physical activity associated with longevity ?,0.05172413793103448,Several survival studies showed that professional athletes has higher longevity ,QA_ANSWER,True
bioasq_32,back_translation,Is there a role of proton beam therapy in medulloblastoma treatment?,Is there a role of proton beam therapy in the treatment of medulloblastoma?,0.36,"Yes, proton beam therapy is used for treatment of medulloblastoma.",QA_ANSWER,True
bioasq_32,back_translation,Is there a role of proton beam therapy in medulloblastoma treatment?,Is there a role of proton beam therapy in the treatment of medulloblastoma?,0.36,"Yes, proton beam therapy is used for treatment of medulloblastoma.",QA_ANSWER,True
bioasq_32,synonym_substitution,Is there a role of proton beam therapy in medulloblastoma treatment?,be there angstrom function of proton beam therapy in medulloblastoma treatment?,0.20253164556962025,"Yes, proton beam therapy is used for treatment of medulloblastoma.",QA_ANSWER,True
bioasq_32,synonym_substitution,Is there a role of proton beam therapy in medulloblastoma treatment?,be there angstrom function of proton beam therapy in medulloblastoma treatment?,0.20253164556962025,"Yes, proton beam therapy is used for treatment of medulloblastoma.",QA_ANSWER,True
bioasq_34,synonym_substitution,What is an acceptable sequence coverage(depth) required for human whole-exome sequencing?,What be Associate in Nursing acceptable sequence coverage(depth) necessitate for human whole-exome sequencing?,0.2636363636363636,A medium depth may be considered as 8x while the most common values vary between,QA_ANSWER,True
bioasq_34,synonym_substitution,What is an acceptable sequence coverage(depth) required for human whole-exome sequencing?,What be Associate in Nursing acceptable sequence coverage(depth) necessitate for human whole-exome sequencing?,0.2636363636363636,A medium depth may be considered as 8x while the most common values vary between,QA_ANSWER,True
bioasq_35,back_translation,What is the association between number of pregnancies and rheumatoid arthritis,What is the relationship between the number of pregnancies and rheumatoid arthritis?,0.17857142857142858,Greater parity significantly reduced the odds of RA. A larger number of pregnanc,QA_ANSWER,True
bioasq_35,back_translation,What is the association between number of pregnancies and rheumatoid arthritis,What is the relationship between the number of pregnancies and rheumatoid arthritis?,0.17857142857142858,Greater parity significantly reduced the odds of RA. A larger number of pregnanc,QA_ANSWER,True
bioasq_35,controlled_paraphrase,What is the association between number of pregnancies and rheumatoid arthritis,What is the correlation between the frequency of pregnancies and rheumatoid arthritis?,0.22093023255813954,Greater parity significantly reduced the odds of RA. A larger number of pregnanc,QA_ANSWER,True
bioasq_35,controlled_paraphrase,What is the association between number of pregnancies and rheumatoid arthritis,What is the correlation between the frequency of pregnancies and rheumatoid arthritis?,0.22093023255813954,Greater parity significantly reduced the odds of RA. A larger number of pregnanc,QA_ANSWER,True
bioasq_35,synonym_substitution,What is the association between number of pregnancies and rheumatoid arthritis,What be the association betwixt figure of pregnancies and rheumatoid arthritis,0.14102564102564102,Greater parity significantly reduced the odds of RA. A larger number of pregnanc,QA_ANSWER,True
bioasq_35,synonym_substitution,What is the association between number of pregnancies and rheumatoid arthritis,What be the association betwixt figure of pregnancies and rheumatoid arthritis,0.14102564102564102,Greater parity significantly reduced the odds of RA. A larger number of pregnanc,QA_ANSWER,True
bioasq_36,synonym_substitution,Hairpatches is a single gene mutation associated with what disease?,Hairpatches be angstrom bingle gene mutation associated with what disease?,0.13513513513513514,Hairpatches is a single gene mutation associated with progressive renal failure ,QA_ANSWER,True
bioasq_36,synonym_substitution,Hairpatches is a single gene mutation associated with what disease?,Hairpatches be angstrom bingle gene mutation associated with what disease?,0.13513513513513514,Hairpatches is a single gene mutation associated with progressive renal failure ,QA_ANSWER,True
bioasq_37,back_translation,Which signaling pathways have been associated with medulloblastoma formation and growth?,What signaling pathways were associated with the formation and growth of medulloblastomas?,0.4888888888888889,Medulloblastoma comprises approximately 20% of all primary pediatric brain tumor,QA_ANSWER,True
bioasq_37,back_translation,Which signaling pathways have been associated with medulloblastoma formation and growth?,What signaling pathways were associated with the formation and growth of medulloblastomas?,0.4888888888888889,Medulloblastoma comprises approximately 20% of all primary pediatric brain tumor,QA_ANSWER,True
bioasq_38,controlled_paraphrase,Which cytokine molecule activates SMADs?,What is the cytokinese that triggers the activation of SMADs?,0.4918032786885246,SMADs are activated by Transforming growth factor beta (TGF beta),QA_ANSWER,True
bioasq_38,controlled_paraphrase,Which cytokine molecule activates SMADs?,What is the cytokinese that triggers the activation of SMADs?,0.4918032786885246,SMADs are activated by Transforming growth factor beta (TGF beta),QA_ANSWER,True
bioasq_38,synonym_substitution,Which cytokine molecule activates SMADs?,Which cytokine molecule trip SMADs?,0.2,SMADs are activated by Transforming growth factor beta (TGF beta),QA_ANSWER,True
bioasq_38,synonym_substitution,Which cytokine molecule activates SMADs?,Which cytokine molecule trip SMADs?,0.2,SMADs are activated by Transforming growth factor beta (TGF beta),QA_ANSWER,True
bioasq_39,back_translation,Has Denosumab (Prolia) been approved by FDA?,Was Denosumab (Prolia) approved by the FDA?,0.22727272727272727,"Yes, Denosumab was approved by the FDA in 2010.",QA_ANSWER,True
bioasq_39,back_translation,Has Denosumab (Prolia) been approved by FDA?,Was Denosumab (Prolia) approved by the FDA?,0.22727272727272727,"Yes, Denosumab was approved by the FDA in 2010.",QA_ANSWER,True
bioasq_39,controlled_paraphrase,Has Denosumab (Prolia) been approved by FDA?,Is Denosumab (Prolia) approved by the FDA?,0.25,"Yes, Denosumab was approved by the FDA in 2010.",QA_ANSWER,True
bioasq_39,controlled_paraphrase,Has Denosumab (Prolia) been approved by FDA?,Is Denosumab (Prolia) approved by the FDA?,0.25,"Yes, Denosumab was approved by the FDA in 2010.",QA_ANSWER,True
bioasq_39,synonym_substitution,Has Denosumab (Prolia) been approved by FDA?,hour angle Denosumab (Prolia) be approve by FDA?,0.25,"Yes, Denosumab was approved by the FDA in 2010.",QA_ANSWER,True
