instance_id,model_name,architecture,dataset,normalised_entropy,mean_accuracy,n_perturbations,domain,params
bioasq_139,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_14,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_140,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_142,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_143,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_144,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_145,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_146,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_147,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_148,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_149,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_15,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_16,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_17,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_18,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_2,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_20,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_21,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_22,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_23,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_24,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_25,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_26,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_27,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_28,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_30,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_31,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_32,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_34,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_35,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_36,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_37,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_38,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_39,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_4,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_40,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_41,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_43,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_44,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_46,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_47,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_48,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_50,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_53,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_54,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_55,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_56,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_57,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_58,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_6,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_60,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_61,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_63,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_64,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_65,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_66,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_67,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_68,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_69,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_70,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_71,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_72,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_73,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_74,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_75,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_79,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_8,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_81,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_82,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_83,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_84,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_85,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_86,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_87,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_88,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_89,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_9,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_90,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_91,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_92,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_93,BERT-base,encoder,BioASQ,-0.0,0.0,2,general,110M
bioasq_94,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_95,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_96,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_97,BERT-base,encoder,BioASQ,0.43067655807339306,0.0,4,general,110M
bioasq_98,BERT-base,encoder,BioASQ,0.5645750340535796,0.0,6,general,110M
bioasq_0,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_1,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_10,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_100,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_101,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_102,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_103,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_105,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_106,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_108,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_11,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_110,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_111,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_112,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_113,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_114,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_115,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_116,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_118,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_12,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_120,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_121,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_122,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_123,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_125,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_126,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_127,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_128,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_13,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_132,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_133,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_134,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_135,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_136,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_138,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_139,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_14,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_140,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_142,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_143,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_144,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_145,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_146,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_147,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_148,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_149,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_15,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_16,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_17,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_18,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_2,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_20,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_21,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_22,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_23,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_24,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_25,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_26,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_27,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_28,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_30,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_31,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_32,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_34,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_35,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_36,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_37,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_38,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_39,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_4,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_40,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_41,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_43,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_44,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_46,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_47,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_48,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_50,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_53,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_54,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_55,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_56,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_57,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_58,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_6,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_60,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_61,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_63,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_64,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_65,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_66,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_67,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_68,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_69,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_70,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_71,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_72,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_73,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_74,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_75,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_79,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_8,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_81,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_82,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_83,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_84,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_85,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_86,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_87,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_88,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_89,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_9,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_90,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_91,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_92,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_93,BioBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_94,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_95,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_96,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_97,BioBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_98,BioBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_0,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_1,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_10,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_100,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_101,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_102,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_103,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_105,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_106,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_108,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_11,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_110,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_111,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_112,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_113,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_114,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_115,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_116,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_118,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_12,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_120,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_121,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_122,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_123,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_125,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_126,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_127,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_128,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_13,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_132,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_133,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_134,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_135,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_136,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_138,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_139,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_14,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_140,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_142,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_143,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_144,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_145,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_146,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_147,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_148,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_149,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_15,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_16,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_17,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_18,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_2,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_20,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_21,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_22,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_23,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_24,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_25,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_26,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_27,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_28,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_30,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_31,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_32,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_34,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_35,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_36,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_37,PubMedBERT,encoder,BioASQ,-0.0,0.0,2,biomedical,110M
bioasq_38,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_39,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_4,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_40,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_41,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_43,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
bioasq_44,PubMedBERT,encoder,BioASQ,0.5645750340535796,0.0,6,biomedical,110M
bioasq_46,PubMedBERT,encoder,BioASQ,0.43067655807339306,0.0,4,biomedical,110M
