instance_id,perturbation_id,perturbation_type,mention_context,full_original_text,perturbation_text,lexical_change_magnitude,changed_tokens,changed_tokens_n,changed_pos_tags,linguistic_category,gold_mention,gold_cui,semantic_type,document_id,pmid
mm_0188057,mm_0188057_p06,controlled_paraphrase,"Canine brain phantoms were fabricated from osteological skull specimens, agarose brain parenchyma, and cheddar and mozzarella cheese molds (simulating meningiomas and gliomas).","An easy to produce and economical three-dimensional brain phantom for stereotactic computed tomographic-guided brain biopsy training in the dog To develop and validate a three-dimensional (3D) brain phantom that can be incorporated into existing stereotactic headframes to simulate stereotactic brain biopsy (SBB) and train veterinary surgeons. Experimental study. Canine brain phantoms were fabricated from osteological skull specimens, agarose brain parenchyma, and cheddar and mozzarella cheese molds (simulating meningiomas and gliomas). The neuroradiologic and viscoelastic properties of phantoms were quantified with computed tomography (CT) and oscillatory compression tests, respectively. Phantoms were validated by experienced and novice operators performing SBB on phantoms containing randomly placed, focal targets. Target yield and needle placement error (NPE) were compared between operators. Phantoms were produced in <4 hours, at an average cost of $92. The CT appearances of the phantom skull, agarose, and cheese components approximated the in vivo features of skull, brain parenchyma, and contrast-enhancing tumors of meningeal and glial origin, respectively. The complex moduli of the agarose and cheeses were comparable to the viscoelastic properties of in vivo brain tissues and brain tumors. The overall diagnostic yield of SBB was 88%. Although NPE did not differ between novice (median 3.68 mm; range, 1.46-14.54 mm) and experienced surgeons (median 1.17 mm, range, 0.78-1.58 mm), our results support the relevance of the learning curve associated with the SBB procedure. This 3D phantom replicates anatomical, CT, and tactile features of brain tissues and tumors and can be used to develop the technical skills required to perform SBB.","The creation of canine brain phantoms involved the use of agarose brain parenchyma, osteological skull specimens, and molds containing cheddar and mozzarella cheese (simulating meningiomas and gliomas).",0.400990099009901,the|creation|of|involved|use|agarose|brain|parenchyma|molds|containing,10,DET|NOUN|ADP|ADJ|NOUN|NOUN|NOUN|NOUN|NOUN|VERB,mixed,skull specimens,UMLS:C2584668,T031,28462513,28462513
mm_0188057,mm_0188057_p07,back_translation,"Canine brain phantoms were fabricated from osteological skull specimens, agarose brain parenchyma, and cheddar and mozzarella cheese molds (simulating meningiomas and gliomas).","An easy to produce and economical three-dimensional brain phantom for stereotactic computed tomographic-guided brain biopsy training in the dog To develop and validate a three-dimensional (3D) brain phantom that can be incorporated into existing stereotactic headframes to simulate stereotactic brain biopsy (SBB) and train veterinary surgeons. Experimental study. Canine brain phantoms were fabricated from osteological skull specimens, agarose brain parenchyma, and cheddar and mozzarella cheese molds (simulating meningiomas and gliomas). The neuroradiologic and viscoelastic properties of phantoms were quantified with computed tomography (CT) and oscillatory compression tests, respectively. Phantoms were validated by experienced and novice operators performing SBB on phantoms containing randomly placed, focal targets. Target yield and needle placement error (NPE) were compared between operators. Phantoms were produced in <4 hours, at an average cost of $92. The CT appearances of the phantom skull, agarose, and cheese components approximated the in vivo features of skull, brain parenchyma, and contrast-enhancing tumors of meningeal and glial origin, respectively. The complex moduli of the agarose and cheeses were comparable to the viscoelastic properties of in vivo brain tissues and brain tumors. The overall diagnostic yield of SBB was 88%. Although NPE did not differ between novice (median 3.68 mm; range, 1.46-14.54 mm) and experienced surgeons (median 1.17 mm, range, 0.78-1.58 mm), our results support the relevance of the learning curve associated with the SBB procedure. This 3D phantom replicates anatomical, CT, and tactile features of brain tissues and tumors and can be used to develop the technical skills required to perform SBB.","Brain phantoms of the dog were produced from osteological skull samples, agarose brain parenchyme and cheddar and mozzarella cheese forms (simulation of meningiomas and gliomas).",0.2303370786516854,of|the|dog|produced|samples|parenchyme|forms|simulation,8,ADP|DET|NOUN|VERB|NOUN|NOUN|VERB|NOUN,mixed,skull specimens,UMLS:C2584668,T031,28462513,28462513
mm_0188057,mm_0188057_p08,back_translation,"Canine brain phantoms were fabricated from osteological skull specimens, agarose brain parenchyma, and cheddar and mozzarella cheese molds (simulating meningiomas and gliomas).","An easy to produce and economical three-dimensional brain phantom for stereotactic computed tomographic-guided brain biopsy training in the dog To develop and validate a three-dimensional (3D) brain phantom that can be incorporated into existing stereotactic headframes to simulate stereotactic brain biopsy (SBB) and train veterinary surgeons. Experimental study. Canine brain phantoms were fabricated from osteological skull specimens, agarose brain parenchyma, and cheddar and mozzarella cheese molds (simulating meningiomas and gliomas). The neuroradiologic and viscoelastic properties of phantoms were quantified with computed tomography (CT) and oscillatory compression tests, respectively. Phantoms were validated by experienced and novice operators performing SBB on phantoms containing randomly placed, focal targets. Target yield and needle placement error (NPE) were compared between operators. Phantoms were produced in <4 hours, at an average cost of $92. The CT appearances of the phantom skull, agarose, and cheese components approximated the in vivo features of skull, brain parenchyma, and contrast-enhancing tumors of meningeal and glial origin, respectively. The complex moduli of the agarose and cheeses were comparable to the viscoelastic properties of in vivo brain tissues and brain tumors. The overall diagnostic yield of SBB was 88%. Although NPE did not differ between novice (median 3.68 mm; range, 1.46-14.54 mm) and experienced surgeons (median 1.17 mm, range, 0.78-1.58 mm), our results support the relevance of the learning curve associated with the SBB procedure. This 3D phantom replicates anatomical, CT, and tactile features of brain tissues and tumors and can be used to develop the technical skills required to perform SBB.","Brain phantoms of the dog were produced from osteological skull samples, agarose brain parenchyme and cheddar and mozzarella cheese forms (simulation of meningiomas and gliomas).",0.2303370786516854,of|the|dog|produced|samples|parenchyme|forms|simulation,8,ADP|DET|NOUN|VERB|NOUN|NOUN|VERB|NOUN,mixed,skull specimens,UMLS:C2584668,T031,28462513,28462513
mm_0016164,mm_0016164_p01,synonym_substitution,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.","The data obtained were analyzed statistically , allowing the assessment of health awareness of respondents and the world of various profiles of parental knowledge on the subject investigated .",0.05181347150259067,world,1,NOUN,noun,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0016164,mm_0016164_p02,synonym_substitution,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.","The data obtained were analyzed statistically , allowing the assessment of health cognisance of respondents and the creation of various profiles of parental knowledge on the subject investigated .",0.061224489795918366,cognisance,1,NOUN,noun,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0016164,mm_0016164_p04,syntactic_reordering,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.","allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated., The data obtained were analyzed statistically",0.48704663212435234,the|data|obtained|were|analyzed|statistically,6,DET|NOUN|VERB|AUX|VERB|ADV,mixed,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0016164,mm_0016164_p05,controlled_paraphrase,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.","The data was analyzed using statistical methods, allowing for the assessment of health awareness of participants and the development of multiple profiles of parental knowledge on the subject examined.",0.32,was|using|statistical|methods|for|participants|development|multiple|examined,9,AUX|VERB|ADJ|NOUN|ADP|NOUN|NOUN|PROPN|VERB,mixed,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0016164,mm_0016164_p06,controlled_paraphrase,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.","The data was analyzed using statistical methods, allowing for the assessment of health awareness of participants and the development of multiple profiles of parental knowledge on the subject examined.",0.32,was|using|statistical|methods|for|participants|development|multiple|examined,9,AUX|VERB|ADJ|NOUN|ADP|NOUN|NOUN|PROPN|VERB,mixed,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0016164,mm_0016164_p07,back_translation,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.",The data obtained were statistically evaluated and enabled the assessment of the health awareness of the respondents and the creation of different profiles of parental knowledge on the subject examined.,0.26732673267326734,evaluated|and|enabled|the|different|examined,6,VERB|CCONJ|VERB|DET|ADJ|VERB,mixed,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0016164,mm_0016164_p08,back_translation,"The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated.","Parent's pro-health awareness concerning oral health of their children in the light of survey research Oral hygiene is a crucial part of caring for young children. This problem is frequently marginalized or even ignored by parents / guardians, what affects child's whole further life. The assessment of parents' knowledge concerning oral hygiene and prevention of dental caries in infants and young children. The test group consisted of parents, as well as men and women currently expecting a child. The study was conducted in a form of a survey, using an original questionnaire, which was carried out in several hospitals in Lodz and online, on a popular local forum for parents. The data obtained were analyzed statistically, allowing the assessment of health awareness of respondents and the creation of various profiles of parental knowledge on the subject investigated. Most of respondents knew the age at which milk and permanent teeth erupt, gave the correct frequency of brushing child's teeth and were in favor of limiting sweets in the diet. A total of 59% correctly gave the number of deciduous teeth and 66% had heard of the "" bottle tooth decay "". All respondents thought that helping and controlling a child while brushing their teeth is indispensable, but they did not know the best time to start using the toothpaste with fluoride. The information about child's oral hygiene was more often looked for by women (67%) than by men (29%). The study also showed that if a training on the given subject was organized, 60% of respondents would be willing to participate in it. In the test group, pro-health awareness is insufficient to maintain the oral health of the offspring and requires constant developing. oral health behaviors, oral health, prophylaxis of dental caries, parent questionnaire survey.",The data obtained were statistically evaluated and enabled the assessment of the health awareness of the respondents and the creation of different profiles of parental knowledge on the subject examined.,0.26732673267326734,evaluated|and|enabled|the|different|examined,6,VERB|CCONJ|VERB|DET|ADJ|VERB,mixed,parental knowledge,UMLS:C1319152,T033,27344476,27344476
mm_0090647,mm_0090647_p01,synonym_substitution,"The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051).","A Feasibility Study of Telementoring for Identifying the Appendix Using Smartphone -Based Telesonography We investigated the feasibility of the clinical application of novice - practitioner - performed / offsite - mentor -guided ultrasonography for identifying the appendix. A randomized crossover study was conducted using a telesonography system that can transmit the ultrasound images displayed on the ultrasound monitor (ultrasound sequence video) and images showing the practitioner's operations (background video) to a smartphone without any interruption in motion over a Long-Term Evolution (LTE) network. Thirty novice practitioners were randomly assigned to two groups. The subjects in group A (n = 15) performed ultrasonography for the identification of the appendix under mentoring by an onsite expert, whereas those in group B (n = 15) performed the same procedure under mentoring by an offsite expert. Each subject performed the procedure on three simulated patients. After a 4- week interval, they performed the procedure again under the other type of mentoring. A total of 90 ultrasound examinations were performed in each scenario. The primary outcomes were the success rate for identifying the appendix and the time required to identify the appendix. The success rates for identifying the appendix were 91.1 % (82/90) in onsite - mentored ultrasonography and 87.8 % (79/90) in offsite - mentored ultrasonography; both rates were high, and there was no significant difference (p = 0.468) between them. The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051). It appears that offsite mentoring can allow novice onsite practitioners to perform ultrasonography as effectively as they can under onsite mentoring, even for examinations that require proficiency in rather complex practices, such as identifying the appendix.","The time required in the case of offsite mentoring ( median , 242 . 9 s ; interquartile range ( IQR ) , 238 . 2 ) was longer than that for onsite mentoring ( median , 291 . 4 s ; IQR , 200 . 9 ) ; however , the difference was not important ( p = 0 . 051 ) .",0.13229571984435798,important,1,ADJ,modifier,offsite,UMLS:C3828730,T082,27826671,27826671
mm_0090647,mm_0090647_p02,synonym_substitution,"The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051).","A Feasibility Study of Telementoring for Identifying the Appendix Using Smartphone -Based Telesonography We investigated the feasibility of the clinical application of novice - practitioner - performed / offsite - mentor -guided ultrasonography for identifying the appendix. A randomized crossover study was conducted using a telesonography system that can transmit the ultrasound images displayed on the ultrasound monitor (ultrasound sequence video) and images showing the practitioner's operations (background video) to a smartphone without any interruption in motion over a Long-Term Evolution (LTE) network. Thirty novice practitioners were randomly assigned to two groups. The subjects in group A (n = 15) performed ultrasonography for the identification of the appendix under mentoring by an onsite expert, whereas those in group B (n = 15) performed the same procedure under mentoring by an offsite expert. Each subject performed the procedure on three simulated patients. After a 4- week interval, they performed the procedure again under the other type of mentoring. A total of 90 ultrasound examinations were performed in each scenario. The primary outcomes were the success rate for identifying the appendix and the time required to identify the appendix. The success rates for identifying the appendix were 91.1 % (82/90) in onsite - mentored ultrasonography and 87.8 % (79/90) in offsite - mentored ultrasonography; both rates were high, and there was no significant difference (p = 0.468) between them. The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051). It appears that offsite mentoring can allow novice onsite practitioners to perform ultrasonography as effectively as they can under onsite mentoring, even for examinations that require proficiency in rather complex practices, such as identifying the appendix.","The time required in the case of offsite mentoring ( median , 242 . 9 s ; interquartile rank ( IQR ) , 238 . 2 ) was longer than that for onsite mentoring ( median , 291 . 4 s ; IQR , 200 . 9 ) ; however , the difference was not significant ( p = 0 . 051 ) .",0.1124031007751938,rank,1,NOUN,noun,offsite,UMLS:C3828730,T082,27826671,27826671
mm_0090647,mm_0090647_p05,controlled_paraphrase,"The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051).","A Feasibility Study of Telementoring for Identifying the Appendix Using Smartphone -Based Telesonography We investigated the feasibility of the clinical application of novice - practitioner - performed / offsite - mentor -guided ultrasonography for identifying the appendix. A randomized crossover study was conducted using a telesonography system that can transmit the ultrasound images displayed on the ultrasound monitor (ultrasound sequence video) and images showing the practitioner's operations (background video) to a smartphone without any interruption in motion over a Long-Term Evolution (LTE) network. Thirty novice practitioners were randomly assigned to two groups. The subjects in group A (n = 15) performed ultrasonography for the identification of the appendix under mentoring by an onsite expert, whereas those in group B (n = 15) performed the same procedure under mentoring by an offsite expert. Each subject performed the procedure on three simulated patients. After a 4- week interval, they performed the procedure again under the other type of mentoring. A total of 90 ultrasound examinations were performed in each scenario. The primary outcomes were the success rate for identifying the appendix and the time required to identify the appendix. The success rates for identifying the appendix were 91.1 % (82/90) in onsite - mentored ultrasonography and 87.8 % (79/90) in offsite - mentored ultrasonography; both rates were high, and there was no significant difference (p = 0.468) between them. The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051). It appears that offsite mentoring can allow novice onsite practitioners to perform ultrasonography as effectively as they can under onsite mentoring, even for examinations that require proficiency in rather complex practices, such as identifying the appendix.","The duration of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that of onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.05).",0.10775862068965517,duration|of|05,3,NOUN|ADP|NUM,mixed,offsite,UMLS:C3828730,T082,27826671,27826671
mm_0090647,mm_0090647_p06,controlled_paraphrase,"The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051).","A Feasibility Study of Telementoring for Identifying the Appendix Using Smartphone -Based Telesonography We investigated the feasibility of the clinical application of novice - practitioner - performed / offsite - mentor -guided ultrasonography for identifying the appendix. A randomized crossover study was conducted using a telesonography system that can transmit the ultrasound images displayed on the ultrasound monitor (ultrasound sequence video) and images showing the practitioner's operations (background video) to a smartphone without any interruption in motion over a Long-Term Evolution (LTE) network. Thirty novice practitioners were randomly assigned to two groups. The subjects in group A (n = 15) performed ultrasonography for the identification of the appendix under mentoring by an onsite expert, whereas those in group B (n = 15) performed the same procedure under mentoring by an offsite expert. Each subject performed the procedure on three simulated patients. After a 4- week interval, they performed the procedure again under the other type of mentoring. A total of 90 ultrasound examinations were performed in each scenario. The primary outcomes were the success rate for identifying the appendix and the time required to identify the appendix. The success rates for identifying the appendix were 91.1 % (82/90) in onsite - mentored ultrasonography and 87.8 % (79/90) in offsite - mentored ultrasonography; both rates were high, and there was no significant difference (p = 0.468) between them. The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051). It appears that offsite mentoring can allow novice onsite practitioners to perform ultrasonography as effectively as they can under onsite mentoring, even for examinations that require proficiency in rather complex practices, such as identifying the appendix.","The duration of mentoring was longer for offsite participants (median, 242.9 s; interquartile range (IQR) 238.2) than for onsite participants (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.05).",0.2672413793103448,duration|mentoring|was|longer|for|participants|05,7,NOUN|NOUN|AUX|ADJ|ADP|NOUN|NUM,mixed,offsite,UMLS:C3828730,T082,27826671,27826671
mm_0090647,mm_0090647_p07,back_translation,"The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051).","A Feasibility Study of Telementoring for Identifying the Appendix Using Smartphone -Based Telesonography We investigated the feasibility of the clinical application of novice - practitioner - performed / offsite - mentor -guided ultrasonography for identifying the appendix. A randomized crossover study was conducted using a telesonography system that can transmit the ultrasound images displayed on the ultrasound monitor (ultrasound sequence video) and images showing the practitioner's operations (background video) to a smartphone without any interruption in motion over a Long-Term Evolution (LTE) network. Thirty novice practitioners were randomly assigned to two groups. The subjects in group A (n = 15) performed ultrasonography for the identification of the appendix under mentoring by an onsite expert, whereas those in group B (n = 15) performed the same procedure under mentoring by an offsite expert. Each subject performed the procedure on three simulated patients. After a 4- week interval, they performed the procedure again under the other type of mentoring. A total of 90 ultrasound examinations were performed in each scenario. The primary outcomes were the success rate for identifying the appendix and the time required to identify the appendix. The success rates for identifying the appendix were 91.1 % (82/90) in onsite - mentored ultrasonography and 87.8 % (79/90) in offsite - mentored ultrasonography; both rates were high, and there was no significant difference (p = 0.468) between them. The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051). It appears that offsite mentoring can allow novice onsite practitioners to perform ultrasonography as effectively as they can under onsite mentoring, even for examinations that require proficiency in rather complex practices, such as identifying the appendix.","The time needed for offsite mentoring (median, 242.9 s; interquartil range (IQR), 238.2) was longer than for onsite mentoring (median, 291.4 s; IQR, 200.9), but the difference was not significant (p = 0.051).",0.14224137931034483,needed|for|interquartil|but,4,VERB|ADP|NOUN|CCONJ,mixed,offsite,UMLS:C3828730,T082,27826671,27826671
mm_0090647,mm_0090647_p08,back_translation,"The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051).","A Feasibility Study of Telementoring for Identifying the Appendix Using Smartphone -Based Telesonography We investigated the feasibility of the clinical application of novice - practitioner - performed / offsite - mentor -guided ultrasonography for identifying the appendix. A randomized crossover study was conducted using a telesonography system that can transmit the ultrasound images displayed on the ultrasound monitor (ultrasound sequence video) and images showing the practitioner's operations (background video) to a smartphone without any interruption in motion over a Long-Term Evolution (LTE) network. Thirty novice practitioners were randomly assigned to two groups. The subjects in group A (n = 15) performed ultrasonography for the identification of the appendix under mentoring by an onsite expert, whereas those in group B (n = 15) performed the same procedure under mentoring by an offsite expert. Each subject performed the procedure on three simulated patients. After a 4- week interval, they performed the procedure again under the other type of mentoring. A total of 90 ultrasound examinations were performed in each scenario. The primary outcomes were the success rate for identifying the appendix and the time required to identify the appendix. The success rates for identifying the appendix were 91.1 % (82/90) in onsite - mentored ultrasonography and 87.8 % (79/90) in offsite - mentored ultrasonography; both rates were high, and there was no significant difference (p = 0.468) between them. The time required in the case of offsite mentoring (median, 242.9 s; interquartile range (IQR), 238.2) was longer than that for onsite mentoring (median, 291.4 s; IQR, 200.9); however, the difference was not significant (p = 0.051). It appears that offsite mentoring can allow novice onsite practitioners to perform ultrasonography as effectively as they can under onsite mentoring, even for examinations that require proficiency in rather complex practices, such as identifying the appendix.","The time needed for offsite mentoring (median, 242.9 s; interquartil range (IQR), 238.2) was longer than for onsite mentoring (median, 291.4 s; IQR, 200.9), but the difference was not significant (p = 0.051).",0.14224137931034483,needed|for|interquartil|but,4,VERB|ADP|NOUN|CCONJ,mixed,offsite,UMLS:C3828730,T082,27826671,27826671
