instance_id,model_name,perturbation_type,linguistic_category,mean_lexical_change_magnitude,n_variants,n_clusters,cluster_distribution,semantic_entropy,normalised_semantic_entropy,mean_accuracy
mm_0002001,PubMedBERT,synonym_substitution,noun,0.09826589595375723,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0002381,BERT-base,controlled_paraphrase,mixed,0.5848214285714286,3,2,"{""UMLS:C1257990"": 1, ""C1739108"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0002381,BERT-base,synonym_substitution,noun,0.07053941908713693,2,2,"{""UMLS:C1257990"": 1, ""C1739108"": 1}",1.0,1.0,0.0
mm_0002381,BERT-base,synonym_substitution,verb,0.07692307692307693,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0002381,BioBERT,controlled_paraphrase,mixed,0.5848214285714286,3,1,"{""C5392105"": 3}",-0.0,-0.0,0.0
mm_0002381,BioBERT,synonym_substitution,noun,0.07053941908713693,2,1,"{""C5392105"": 2}",-0.0,-0.0,0.0
mm_0002381,BioBERT,synonym_substitution,verb,0.07692307692307693,2,1,"{""C5392105"": 2}",-0.0,-0.0,0.0
mm_0002381,PubMedBERT,controlled_paraphrase,mixed,0.5848214285714286,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0002381,PubMedBERT,synonym_substitution,noun,0.07053941908713693,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0002381,PubMedBERT,synonym_substitution,verb,0.07692307692307693,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0003169,BERT-base,back_translation,mixed,0.23300970873786409,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0003169,BERT-base,controlled_paraphrase,mixed,0.3106796116504854,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0003169,BioBERT,back_translation,mixed,0.23300970873786409,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0003169,BioBERT,controlled_paraphrase,mixed,0.3106796116504854,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0003169,PubMedBERT,back_translation,mixed,0.23300970873786409,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0003169,PubMedBERT,controlled_paraphrase,mixed,0.3106796116504854,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0004408,BERT-base,back_translation,mixed,0.14285714285714285,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0004408,BERT-base,controlled_paraphrase,mixed,0.2963709677419355,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0004408,BioBERT,back_translation,mixed,0.14285714285714285,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0004408,BioBERT,controlled_paraphrase,mixed,0.2963709677419355,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0004408,PubMedBERT,back_translation,mixed,0.14285714285714285,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0004408,PubMedBERT,controlled_paraphrase,mixed,0.2963709677419355,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0004613,BERT-base,back_translation,mixed,0.13541666666666666,3,1,"{""C3714500"": 3}",-0.0,-0.0,0.0
mm_0004613,BERT-base,synonym_substitution,modifier,0.08602150537634409,2,1,"{""C3714500"": 2}",-0.0,-0.0,0.0
mm_0004613,BERT-base,synonym_substitution,noun,0.07526881720430108,2,1,"{""C3714500"": 2}",-0.0,-0.0,0.0
mm_0004613,BioBERT,back_translation,mixed,0.13541666666666666,3,2,"{""UMLS:C1257990"": 1, ""UMLS:C1707887"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0004613,BioBERT,synonym_substitution,modifier,0.08602150537634409,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0004613,BioBERT,synonym_substitution,noun,0.07526881720430108,2,2,"{""UMLS:C1257990"": 1, ""UMLS:C1707887"": 1}",1.0,1.0,0.0
mm_0004613,PubMedBERT,back_translation,mixed,0.13541666666666666,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0004613,PubMedBERT,synonym_substitution,modifier,0.08602150537634409,2,2,"{""C1839576"": 1, ""C1447749"": 1}",1.0,1.0,0.0
mm_0004613,PubMedBERT,synonym_substitution,noun,0.07526881720430108,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0007063,BERT-base,synonym_substitution,noun,0.06412621359223301,3,2,"{""UMLS:C3808257"": 2, ""C1739108"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0007063,BioBERT,synonym_substitution,noun,0.06412621359223301,3,1,"{""C0149678"": 3}",-0.0,-0.0,0.0
mm_0007063,PubMedBERT,synonym_substitution,noun,0.06412621359223301,3,2,"{""C1839576"": 2, ""C1447749"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0007146,BERT-base,back_translation,mixed,0.3779527559055118,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007146,BERT-base,synonym_substitution,modifier,0.05982905982905983,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0007146,BERT-base,synonym_substitution,verb,0.11764705882352941,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0007146,BioBERT,back_translation,mixed,0.3779527559055118,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007146,BioBERT,synonym_substitution,modifier,0.05982905982905983,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0007146,BioBERT,synonym_substitution,verb,0.11764705882352941,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0007146,PubMedBERT,back_translation,mixed,0.3779527559055118,3,2,"{""C1447749"": 1, ""C1839576"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007146,PubMedBERT,synonym_substitution,modifier,0.05982905982905983,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0007146,PubMedBERT,synonym_substitution,verb,0.11764705882352941,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0007303,BERT-base,back_translation,mixed,0.3401015228426396,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007303,BERT-base,controlled_paraphrase,mixed,0.3737864077669903,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007303,BERT-base,synonym_substitution,noun,0.08785455929944794,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007303,BioBERT,back_translation,mixed,0.3401015228426396,3,1,"{""C2935436"": 3}",-0.0,-0.0,0.0
mm_0007303,BioBERT,controlled_paraphrase,mixed,0.3737864077669903,3,1,"{""C2935436"": 3}",-0.0,-0.0,0.0
mm_0007303,BioBERT,synonym_substitution,noun,0.08785455929944794,3,1,"{""C2935436"": 3}",-0.0,-0.0,0.0
mm_0007303,PubMedBERT,back_translation,mixed,0.3401015228426396,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007303,PubMedBERT,controlled_paraphrase,mixed,0.3737864077669903,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007303,PubMedBERT,synonym_substitution,noun,0.08785455929944794,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007332,BERT-base,back_translation,noun,0.08547008547008547,3,2,"{""C1839576"": 1, ""C1739108"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007332,BERT-base,synonym_substitution,modifier,0.11023622047244094,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0007332,BERT-base,synonym_substitution,noun,0.12,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0007332,BioBERT,back_translation,noun,0.08547008547008547,3,1,"{""C5392105"": 3}",-0.0,-0.0,0.0
mm_0007332,BioBERT,synonym_substitution,modifier,0.11023622047244094,2,1,"{""C5392105"": 2}",-0.0,-0.0,0.0
mm_0007332,BioBERT,synonym_substitution,noun,0.12,2,1,"{""C5392105"": 2}",-0.0,-0.0,0.0
mm_0007332,PubMedBERT,back_translation,noun,0.08547008547008547,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007332,PubMedBERT,synonym_substitution,modifier,0.11023622047244094,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0007332,PubMedBERT,synonym_substitution,noun,0.12,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0007533,BERT-base,back_translation,mixed,0.1974921630094044,3,1,"{""C1431519"": 3}",-0.0,-0.0,0.0
mm_0007533,BERT-base,controlled_paraphrase,mixed,0.5893416927899686,3,2,"{""C1431519"": 1, ""UMLS:C1283169"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007533,BioBERT,back_translation,mixed,0.1974921630094044,3,2,"{""C0265267"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007533,BioBERT,controlled_paraphrase,mixed,0.5893416927899686,3,2,"{""C0265267"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007533,PubMedBERT,back_translation,mixed,0.1974921630094044,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0007533,PubMedBERT,controlled_paraphrase,mixed,0.5893416927899686,3,2,"{""C1447749"": 1, ""C1839576"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007731,BERT-base,back_translation,mixed,0.1542056074766355,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0007731,BERT-base,controlled_paraphrase,mixed,0.5607476635514018,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0007731,BERT-base,synonym_substitution,verb,0.06074766355140187,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0007731,BioBERT,back_translation,mixed,0.1542056074766355,3,1,"{""C1868801"": 3}",-0.0,-0.0,0.0
mm_0007731,BioBERT,controlled_paraphrase,mixed,0.5607476635514018,3,1,"{""C1868801"": 3}",-0.0,-0.0,0.0
mm_0007731,BioBERT,synonym_substitution,verb,0.06074766355140187,2,1,"{""C1868801"": 2}",-0.0,-0.0,0.0
mm_0007731,PubMedBERT,back_translation,mixed,0.1542056074766355,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007731,PubMedBERT,controlled_paraphrase,mixed,0.5607476635514018,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007731,PubMedBERT,synonym_substitution,verb,0.06074766355140187,2,1,"{""C1839576"": 2}",-0.0,-0.0,0.0
mm_0007841,BERT-base,back_translation,mixed,0.2403846153846154,3,1,"{""C0027609"": 3}",-0.0,-0.0,0.0
mm_0007841,BERT-base,controlled_paraphrase,mixed,0.5192307692307693,3,1,"{""C0027609"": 3}",-0.0,-0.0,0.0
mm_0007841,BERT-base,synonym_substitution,noun,0.06944444444444445,3,1,"{""C0027609"": 3}",-0.0,-0.0,0.0
mm_0007841,BioBERT,back_translation,mixed,0.2403846153846154,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007841,BioBERT,controlled_paraphrase,mixed,0.5192307692307693,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007841,BioBERT,synonym_substitution,noun,0.06944444444444445,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0007841,PubMedBERT,back_translation,mixed,0.2403846153846154,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0007841,PubMedBERT,controlled_paraphrase,mixed,0.5192307692307693,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0007841,PubMedBERT,synonym_substitution,noun,0.06944444444444445,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008028,BERT-base,back_translation,function_word,0.08598726114649681,3,1,"{""C0203379"": 3}",-0.0,-0.0,0.0
mm_0008028,BERT-base,controlled_paraphrase,mixed,0.4745222929936306,3,1,"{""C0203379"": 3}",-0.0,-0.0,0.0
mm_0008028,BERT-base,synonym_substitution,verb,0.050156739811912224,2,1,"{""C0203379"": 2}",-0.0,-0.0,0.0
mm_0008028,BioBERT,back_translation,function_word,0.08598726114649681,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0
mm_0008028,BioBERT,controlled_paraphrase,mixed,0.4745222929936306,3,1,"{""UMLS:C1707887"": 3}",-0.0,-0.0,0.0
mm_0008028,BioBERT,synonym_substitution,verb,0.050156739811912224,2,1,"{""UMLS:C1707887"": 2}",-0.0,-0.0,0.0
mm_0008028,PubMedBERT,back_translation,function_word,0.08598726114649681,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0008028,PubMedBERT,controlled_paraphrase,mixed,0.4745222929936306,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0008028,PubMedBERT,synonym_substitution,verb,0.050156739811912224,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0008123,BERT-base,back_translation,verb,0.23076923076923078,3,2,"{""UMLS:C0444254"": 1, ""UMLS:C0243095"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0008123,BERT-base,controlled_paraphrase,mixed,0.5042735042735043,3,2,"{""UMLS:C0444254"": 1, ""UMLS:C0243095"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0008123,BERT-base,synonym_substitution,noun,0.07876969242310577,3,2,"{""UMLS:C0444254"": 1, ""UMLS:C0243095"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0008123,BioBERT,back_translation,verb,0.23076923076923078,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008123,BioBERT,controlled_paraphrase,mixed,0.5042735042735043,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008123,BioBERT,synonym_substitution,noun,0.07876969242310577,3,2,"{""UMLS:C1257990"": 2, ""UMLS:C1707887"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0008123,PubMedBERT,back_translation,verb,0.23076923076923078,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008123,PubMedBERT,controlled_paraphrase,mixed,0.5042735042735043,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008123,PubMedBERT,synonym_substitution,noun,0.07876969242310577,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008783,BERT-base,back_translation,mixed,0.20562130177514792,3,1,"{""C0059563"": 3}",-0.0,-0.0,0.0
mm_0008783,BERT-base,synonym_substitution,noun,0.150219651717708,3,1,"{""C0059563"": 3}",-0.0,-0.0,0.0
mm_0008783,BioBERT,back_translation,mixed,0.20562130177514792,3,1,"{""C0018966"": 3}",-0.0,-0.0,0.0
mm_0008783,BioBERT,synonym_substitution,noun,0.150219651717708,3,1,"{""C0018966"": 3}",-0.0,-0.0,0.0
mm_0008783,PubMedBERT,back_translation,mixed,0.20562130177514792,3,1,"{""C0015131"": 3}",-0.0,-0.0,0.0
mm_0008783,PubMedBERT,synonym_substitution,noun,0.150219651717708,3,1,"{""C0015131"": 3}",-0.0,-0.0,0.0
mm_0008874,BERT-base,back_translation,mixed,0.14181818181818182,3,1,"{""C0282597"": 3}",-0.0,-0.0,0.0
mm_0008874,BERT-base,controlled_paraphrase,mixed,0.5745454545454546,3,1,"{""C0282597"": 3}",-0.0,-0.0,0.0
mm_0008874,BERT-base,synonym_substitution,verb,0.05574912891986063,2,1,"{""C0282597"": 2}",-0.0,-0.0,0.0
mm_0008874,BioBERT,back_translation,mixed,0.14181818181818182,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008874,BioBERT,controlled_paraphrase,mixed,0.5745454545454546,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008874,BioBERT,synonym_substitution,verb,0.05574912891986063,2,2,"{""UMLS:C1257990"": 1, ""UMLS:C1707887"": 1}",1.0,1.0,0.0
mm_0008874,PubMedBERT,back_translation,mixed,0.14181818181818182,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008874,PubMedBERT,controlled_paraphrase,mixed,0.5745454545454546,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0008874,PubMedBERT,synonym_substitution,verb,0.05574912891986063,2,2,"{""C1839576"": 1, ""C1447749"": 1}",1.0,1.0,0.0
mm_0008935,BERT-base,back_translation,mixed,0.1824561403508772,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008935,BERT-base,controlled_paraphrase,mixed,0.5441696113074205,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008935,BERT-base,synonym_substitution,noun,0.05670103092783505,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0008935,BioBERT,back_translation,mixed,0.1824561403508772,3,1,"{""C0752615"": 3}",-0.0,-0.0,0.0
mm_0008935,BioBERT,controlled_paraphrase,mixed,0.5441696113074205,3,1,"{""C0752615"": 3}",-0.0,-0.0,0.0
mm_0008935,BioBERT,synonym_substitution,noun,0.05670103092783505,3,1,"{""C0752615"": 3}",-0.0,-0.0,0.0
mm_0008935,PubMedBERT,back_translation,mixed,0.1824561403508772,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008935,PubMedBERT,controlled_paraphrase,mixed,0.5441696113074205,3,1,"{""C1839576"": 3}",-0.0,-0.0,0.0
mm_0008935,PubMedBERT,synonym_substitution,noun,0.05670103092783505,3,2,"{""C1839576"": 2, ""C1447749"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0009136,BERT-base,back_translation,mixed,0.24475524475524477,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0009136,BERT-base,controlled_paraphrase,mixed,0.5099337748344371,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0009136,BioBERT,back_translation,mixed,0.24475524475524477,3,2,"{""UMLS:C1257990"": 1, ""C0258846"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0009136,BioBERT,controlled_paraphrase,mixed,0.5099337748344371,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0009136,PubMedBERT,back_translation,mixed,0.24475524475524477,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0009136,PubMedBERT,controlled_paraphrase,mixed,0.5099337748344371,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0009327,BERT-base,back_translation,mixed,0.19066147859922178,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0009327,BERT-base,controlled_paraphrase,mixed,0.5622568093385214,3,2,"{""C1447749"": 1, ""C4277543"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0009327,BERT-base,synonym_substitution,modifier,0.05904059040590406,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0009327,BERT-base,synonym_substitution,verb,0.06060606060606061,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0009327,BioBERT,back_translation,mixed,0.19066147859922178,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0009327,BioBERT,controlled_paraphrase,mixed,0.5622568093385214,3,1,"{""UMLS:C1257990"": 3}",-0.0,-0.0,0.0
mm_0009327,BioBERT,synonym_substitution,modifier,0.05904059040590406,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0009327,BioBERT,synonym_substitution,verb,0.06060606060606061,2,1,"{""UMLS:C1257990"": 2}",-0.0,-0.0,0.0
mm_0009327,PubMedBERT,back_translation,mixed,0.19066147859922178,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0009327,PubMedBERT,controlled_paraphrase,mixed,0.5622568093385214,3,1,"{""C1447749"": 3}",-0.0,-0.0,0.0
mm_0009327,PubMedBERT,synonym_substitution,modifier,0.05904059040590406,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0009327,PubMedBERT,synonym_substitution,verb,0.06060606060606061,2,1,"{""C1447749"": 2}",-0.0,-0.0,0.0
mm_0009884,BERT-base,back_translation,mixed,0.2150170648464164,3,1,"{""C0169661"": 3}",-0.0,-0.0,0.0
mm_0009884,BERT-base,controlled_paraphrase,mixed,0.3462897526501767,3,1,"{""C0169661"": 3}",-0.0,-0.0,0.0
mm_0009884,BERT-base,synonym_substitution,noun,0.060522688240079545,3,1,"{""C0169661"": 3}",-0.0,-0.0,0.0
mm_0009884,BioBERT,back_translation,mixed,0.2150170648464164,3,2,"{""C0008396"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0009884,BioBERT,controlled_paraphrase,mixed,0.3462897526501767,3,1,"{""C0008396"": 3}",-0.0,-0.0,0.0
mm_0009884,BioBERT,synonym_substitution,noun,0.060522688240079545,3,2,"{""C0008396"": 2, ""C1447749"": 1}",0.9182958340544896,0.579380164285695,0.0
mm_0009884,PubMedBERT,back_translation,mixed,0.2150170648464164,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0009884,PubMedBERT,controlled_paraphrase,mixed,0.3462897526501767,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0009884,PubMedBERT,synonym_substitution,noun,0.060522688240079545,3,2,"{""C1839576"": 1, ""C1447749"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0010371,BERT-base,controlled_paraphrase,mixed,0.27848101265822783,3,2,"{""C1312419"": 1, ""UMLS:C1257990"": 2}",0.9182958340544896,0.579380164285695,0.0
mm_0010371,BERT-base,synonym_substitution,noun,0.059375000000000004,3,1,"{""C1312419"": 3}",-0.0,-0.0,0.0
mm_0010371,BioBERT,controlled_paraphrase,mixed,0.27848101265822783,3,1,"{""C0008396"": 3}",-0.0,-0.0,0.0
